codigo_tse,uf,nome_municipio,capital,codigo_ibge
13137,CE,ALTO SANTO,0,2300705
15873,CE,AMONTADA,0,2300754
13153,CE,ANTONINA DO NORTE,0,2300804
13170,CE,APUIARÉS,0,2300903
13196,CE,AQUIRAZ,0,2301000
13218,CE,ARACATI,0,2301109
13234,CE,ARACOIABA,0,2301208
13420,CE,ARARENDÁ,0,2301257
13250,CE,ARARIPE,0,2301307
13277,CE,ARATUBA,0,2301406
13293,CE,ARNEIROZ,0,2301505
13315,CE,ASSARÉ,0,2301604
13331,CE,AURORA,0,2301703
13358,CE,BAIXIO,0,2301802
13382,CE,BANABUIÚ,0,2301851
13374,CE,BARBALHA,0,2301901
13129,CE,BARREIRA,0,2301950
13390,CE,BARRO,0,2302008
13404,CE,BARROQUINHA,0,2302057
13412,CE,BATURITÉ,0,2302107
13439,CE,BEBERIBE,0,2302206
13455,CE,BELA CRUZ,0,2302305
13471,CE,BOA VIAGEM,0,2302404
13498,CE,BREJO SANTO,0,2302503
13510,CE,CAMOCIM,0,2302602
13536,CE,CAMPOS SALES,0,2302701
13552,CE,CANINDÉ,0,2302800
13579,CE,CAPISTRANO,0,2302909
13595,CE,CARIDADE,0,2303006
13633,CE,CARIRIAÇU,0,2303204
13617,CE,CARIRÉ,0,2303105
13650,CE,CARIÚS,0,2303303
13676,CE,CARNAUBAL,0,2303402
13692,CE,CASCAVEL,0,2303501
13714,CE,CATARINA,0,2303600
13447,CE,CATUNDA,0,2303659
13730,CE,CAUCAIA,0,2303709
13757,CE,CEDRO,0,2303808
13773,CE,CHAVAL,0,2303907
13161,CE,CHOROZINHO,0,2303956
13463,CE,CHORÓ,0,2303931
13811,CE,COREAÚ,0,2304004
13838,CE,CRATEÚS,0,2304103
13854,CE,CRATO,0,2304202
15881,CE,CROATÁ,0,2304236
15890,CE,CRUZ,0,2304251
15989,CE,DEPUTADO IRAPUAN PINHEIRO,0,2304269
13200,CE,ERERÊ,0,2304277
13226,CE,EUSÉBIO,0,2304285
13870,CE,FARIAS BRITO,0,2304301
15911,CE,FORQUILHA,0,2304350
13897,CE,FORTALEZA,1,2304400
13501,CE,FORTIM,0,2304459
13919,CE,FRECHEIRINHA,0,2304509
13935,CE,GENERAL SAMPAIO,0,2304608
13951,CE,GRANJA,0,2304707
13978,CE,GRANJEIRO,0,2304806
13064,CE,GRAÇA,0,2304657
13994,CE,GROAÍRAS,0,2304905
13242,CE,GUAIÚBA,0,2304954
14010,CE,GUARACIABA DO NORTE,0,2305001
14036,CE,GUARAMIRANGA,0,2305100
14052,CE,HIDROLÂNDIA,0,2305209
13188,CE,HORIZONTE,0,2305233
14060,CE,IBARETAMA,0,2305266
14079,CE,IBIAPINA,0,2305308
15920,CE,IBICUITINGA,0,2305332
15938,CE,ICAPUÍ,0,2305357
14095,CE,ICÓ,0,2305407
14117,CE,IGUATU,0,2305506
14133,CE,INDEPENDÊNCIA,0,2305605
13340,CE,IPAPORANGA,0,2305654
14150,CE,IPAUMIRIM,0,2305704
14176,CE,IPU,0,2305803
14192,CE,IPUEIRAS,0,2305902
14214,CE,IRACEMA,0,2306009
14230,CE,IRAUÇUBA,0,2306108
13480,CE,ITAITINGA,0,2306256
14257,CE,ITAIÇABA,0,2306207
14273,CE,ITAPAGÉ,0,2306306
14290,CE,ITAPIPOCA,0,2306405
14311,CE,ITAPIÚNA,0,2306504
15954,CE,ITAREMA,0,2306553
14338,CE,ITATIRA,0,2306603
14354,CE,JAGUARETAMA,0,2306702
14370,CE,JAGUARIBARA,0,2306801
14397,CE,JAGUARIBE,0,2306900
14419,CE,JAGUARUANA,0,2307007
14435,CE,JARDIM,0,2307106
14451,CE,JATI,0,2307205
13005,CE,JIJOCA DE JERICOACOARA,0,2307254
14478,CE,JUAZEIRO DO NORTE,0,2307304
14494,CE,JUCÁS,0,2307403
14516,CE,LAVRAS DA MANGABEIRA,0,2307502
14532,CE,LIMOEIRO DO NORTE,0,2307601
13021,CE,MADALENA,0,2307635
15857,CE,MARACANAÚ,0,2307650
14559,CE,MARANGUAPE,0,2307700
14575,CE,MARCO,0,2307809
14591,CE,MARTINÓPOLE,0,2307908
14613,CE,MASSAPÊ,0,2308005
14630,CE,MAURITI,0,2308104
14656,CE,MERUOCA,0,2308203
14672,CE,MILAGRES,0,2308302
15970,CE,MILHÃ,0,2308351
14680,CE,MIRAÍMA,0,2308377
14699,CE,MISSÃO VELHA,0,2308401
14710,CE,MOMBAÇA,0,2308500
14737,CE,MONSENHOR TABOSA,0,2308609
14753,CE,MORADA NOVA,0,2308708
14770,CE,MORAÚJO,0,2308807
14796,CE,MORRINHOS,0,2308906
14818,CE,MUCAMBO,0,2309003
14834,CE,MULUNGU,0,2309102
14850,CE,NOVA OLINDA,0,2309201
14877,CE,NOVA RUSSAS,0,2309300
14893,CE,NOVO ORIENTE,0,2309409
13307,CE,OCARA,0,2309458
14915,CE,ORÓS,0,2309508
14931,CE,PACAJUS,0,2309607
14958,CE,PACATUBA,0,2309706
14974,CE,PACOTI,0,2309805
14990,CE,PACUJÁ,0,2309904
15016,CE,PALHANO,0,2310001
15032,CE,PALMÁCIA,0,2310100
15059,CE,PARACURU,0,2310209
15997,CE,PARAIPABA,0,2310258
15075,CE,PARAMBU,0,2310308
15091,CE,PARAMOTI,0,2310407
15113,CE,PEDRA BRANCA,0,2310506
15130,CE,PENAFORTE,0,2310605
15156,CE,PENTECOSTE,0,2310704
15172,CE,PEREIRO,0,2310803
13285,CE,PINDORETAMA,0,2310852
15199,CE,PIQUET CARNEIRO,0,2310902
13048,CE,PIRES FERREIRA,0,2310951
15210,CE,PORANGA,0,2311009
15237,CE,PORTEIRAS,0,2311108
15253,CE,POTENGI,0,2311207
13269,CE,POTIRETAMA,0,2311231
13102,CE,QUITERIANÓPOLIS,0,2311264
15270,CE,QUIXADÁ,0,2311306
98531,CE,QUIXELÔ,0,2311355
15296,CE,QUIXERAMOBIM,0,2311405
15318,CE,QUIXERÉ,0,2311504
15334,CE,REDENÇÃO,0,2311603
15350,CE,RERIUTABA,0,2311702
15377,CE,RUSSAS,0,2311801
15393,CE,SABOEIRO,0,2311900
15440,CE,SALITRE,0,2311959
15458,CE,SANTA QUITÉRIA,0,2312205
15415,CE,SANTANA DO ACARAÚ,0,2312007
15431,CE,SANTANA DO CARIRI,0,2312106
15555,CE,SENADOR POMPEU,0,2312700
15571,CE,SENADOR SÁ,0,2312809
15598,CE,SOBRAL,0,2312908
15610,CE,SOLONÓPOLE,0,2313005
15474,CE,SÃO BENEDITO,0,2312304
15490,CE,SÃO GONÇALO DO AMARANTE,0,2312403
15512,CE,SÃO JOÃO DO JAGUARIBE,0,2312502
15539,CE,SÃO LUÍS DO CURU,0,2312601
15636,CE,TABULEIRO DO NORTE,0,2313104
15652,CE,TAMBORIL,0,2313203
13366,CE,TARRAFAS,0,2313252
15679,CE,TAUÁ,0,2313302
13323,CE,TEJUÇUOCA,0,2313351
15695,CE,TIANGUÁ,0,2313401
15717,CE,TRAIRI,0,2313500
13080,CE,TURURU,0,2313559
15733,CE,UBAJARA,0,2313609
15750,CE,UMARI,0,2313708
98558,CE,UMIRIM,0,2313757
15776,CE,URUBURETAMA,0,2313807
15792,CE,URUOCA,0,2313906
98574,CE,VARJOTA,0,2313955
15830,CE,VIÇOSA DO CEARÁ,0,2314102
15814,CE,VÁRZEA ALEGRE,0,2314003
97012,DF,BRASÍLIA,1,5300108
56014,ES,AFONSO CLÁUDIO,0,3200102
56030,ES,ALEGRE,0,3200201
56057,ES,ALFREDO CHAVES,0,3200300
56065,ES,ALTO RIO NOVO,0,3200359
56073,ES,ANCHIETA,0,3200409
56090,ES,APIACÁ,0,3200508
56111,ES,ARACRUZ,0,3200607
56138,ES,ATÍLIO VIVÁCQUA,0,3200706
56154,ES,BAIXO GUANDU,0,3200805
56170,ES,BARRA DE SÃO FRANCISCO,0,3200904
56197,ES,BOA ESPERANÇA,0,3201001
56219,ES,BOM JESUS DO NORTE,0,3201100
56146,ES,BREJETUBA,0,3201159
56235,ES,CACHOEIRO DE ITAPEMIRIM,0,3201209
56251,ES,CARIACICA,0,3201308
56278,ES,CASTELO,0,3201407
56294,ES,COLATINA,0,3201506
56316,ES,CONCEIÇÃO DA BARRA,0,3201605
56332,ES,CONCEIÇÃO DO CASTELO,0,3201704
56359,ES,DIVINO DE SÃO LOURENÇO,0,3201803
56375,ES,DOMINGOS MARTINS,0,3201902
56391,ES,DORES DO RIO PRETO,0,3202009
56413,ES,ECOPORANGA,0,3202108
56430,ES,FUNDÃO,0,3202207
56308,ES,GOVERNADOR LINDENBERG,0,3202256
56472,ES,GUARAPARI,0,3202405
56456,ES,GUAÇUÍ,0,3202306
57096,ES,IBATIBA,0,3202454
56499,ES,IBIRAÇU,0,3202504
56502,ES,IBITIRAMA,0,3202553
56510,ES,ICONHA,0,3202603
56049,ES,IRUPI,0,3202652
56537,ES,ITAGUAÇU,0,3202702
56553,ES,ITAPEMIRIM,0,3202801
56570,ES,ITARANA,0,3202900
56596,ES,IÚNA,0,3203007
57134,ES,JAGUARÉ,0,3203056
56618,ES,JERÔNIMO MONTEIRO,0,3203106
56626,ES,JOÃO NEIVA,0,3203130
57916,ES,LARANJA DA TERRA,0,3203163
56634,ES,LINHARES,0,3203205
56650,ES,MANTENÓPOLIS,0,3203304
56120,ES,MARATAÍZES,0,3203320
56103,ES,MARECHAL FLORIANO,0,3203346
57070,ES,MARILÂNDIA,0,3203353
56677,ES,MIMOSO DO SUL,0,3203403
56693,ES,MONTANHA,0,3203502
56715,ES,MUCURICI,0,3203601
56731,ES,MUNIZ FREIRE,0,3203700
56758,ES,MUQUI,0,3203809
56774,ES,NOVA VENÉCIA,0,3203908
56790,ES,PANCAS,0,3204005
57150,ES,PEDRO CANÁRIO,0,3204054
56812,ES,PINHEIROS,0,3204104
56839,ES,PIÚMA,0,3204203
56200,ES,PONTO BELO,0,3204252
56855,ES,PRESIDENTE KENNEDY,0,3204302
57118,ES,RIO BANANAL,0,3204351
56871,ES,RIO NOVO DO SUL,0,3204401
56898,ES,SANTA LEOPOLDINA,0,3204500
57932,ES,SANTA MARIA DE JETIBÁ,0,3204559
56910,ES,SANTA TERESA,0,3204609
56995,ES,SERRA,0,3205002
56189,ES,SOORETAMA,0,3205010
56006,ES,SÃO DOMINGOS DO NORTE,0,3204658
56936,ES,SÃO GABRIEL DA PALHA,0,3204708
56952,ES,SÃO JOSÉ DO CALÇADO,0,3204807
56979,ES,SÃO MATEUS,0,3204906
56162,ES,SÃO ROQUE DO CANAÃ,0,3204955
57959,ES,VARGEM ALTA,0,3205036
57975,ES,VENDA NOVA DO IMIGRANTE,0,3205069
57010,ES,VIANA,0,3205101
56081,ES,VILA PAVÃO,0,3205150
56227,ES,VILA VALÉRIO,0,3205176
57037,ES,VILA VELHA,0,3205200
57053,ES,VITÓRIA,1,3205309
56022,ES,ÁGUA DOCE DO NORTE,0,3200169
57991,ES,ÁGUIA BRANCA,0,3200136
93360,GO,ABADIA DE GOIÁS,0,5200050
92010,GO,ABADIÂNIA,0,5200100
96458,GO,ACREÚNA,0,5200134
96911,GO,ADELÂNDIA,0,5200159
92053,GO,ALEXÂNIA,0,5200308
92096,GO,ALOÂNDIA,0,5200506
92940,GO,ALTO HORIZONTE,0,5200555
92118,GO,ALTO PARAÍSO DE GOIÁS,0,5200605
92150,GO,ALVORADA DO NORTE,0,5200803
93386,GO,AMARALINA,0,5200829
96610,GO,AMERICANO DO BRASIL,0,5200852
92177,GO,AMORINÓPOLIS,0,5200902
92231,GO,ANHANGÜERA,0,5201207
92258,GO,ANICUNS,0,5201306
92215,GO,ANÁPOLIS,0,5201108
92274,GO,APARECIDA DE GOIÂNIA,0,5201405
93009,GO,APARECIDA DO RIO DOCE,0,5201454
92290,GO,APORÉ,0,5201504
92339,GO,ARAGARÇAS,0,5201702
92355,GO,ARAGOIÂNIA,0,5201801
96695,GO,ARAGUAPAZ,0,5202155
92312,GO,ARAÇU,0,5201603
96717,GO,ARENÓPOLIS,0,5202353
92495,GO,ARUANÃ,0,5202502
92517,GO,AURILÂNDIA,0,5202601
92550,GO,AVELINÓPOLIS,0,5202809
92614,GO,BALIZA,0,5203104
92630,GO,BARRO ALTO,0,5203203
92657,GO,BELA VISTA DE GOIÁS,0,5203302
92673,GO,BOM JARDIM DE GOIÁS,0,5203401
92690,GO,BOM JESUS DE GOIÁS,0,5203500
92029,GO,BONFINÓPOLIS,0,5203559
93408,GO,BONÓPOLIS,0,5203575
92711,GO,BRAZABRANTES,0,5203609
92754,GO,BRITÂNIA,0,5203807
92770,GO,BURITI ALEGRE,0,5203906
93106,GO,BURITI DE GOIÁS,0,5203939
93262,GO,BURITINÓPOLIS,0,5203962
92797,GO,CABECEIRAS,0,5204003
92819,GO,CACHOEIRA ALTA,0,5204102
92835,GO,CACHOEIRA DE GOIÁS,0,5204201
96733,GO,CACHOEIRA DOURADA,0,5204250
92878,GO,CAIAPÔNIA,0,5204409
92894,GO,CALDAS NOVAS,0,5204508
93122,GO,CALDAZINHA,0,5204557
92916,GO,CAMPESTRE DE GOIÁS,0,5204607
96873,GO,CAMPINAÇU,0,5204656
92932,GO,CAMPINORTE,0,5204706
92959,GO,CAMPO ALEGRE DE GOIÁS,0,5204805
93580,GO,CAMPO LIMPO DE GOIÁS,0,5204854
92975,GO,CAMPOS BELOS,0,5204904
92061,GO,CAMPOS VERDES,0,5204953
92991,GO,CARMO DO RIO VERDE,0,5205000
92967,GO,CASTELÂNDIA,0,5205059
93017,GO,CATALÃO,0,5205109
93033,GO,CATURAÍ,0,5205208
93050,GO,CAVALCANTE,0,5205307
92851,GO,CAÇU,0,5204300
93076,GO,CERES,0,5205406
92100,GO,CEZARINA,0,5205455
92924,GO,CHAPADÃO DO CÉU,0,5205471
93025,GO,CIDADE OCIDENTAL,0,5205497
92886,GO,COCALZINHO DE GOIÁS,0,5205513
92126,GO,COLINAS DO SUL,0,5205521
93190,GO,CORUMBAÍBA,0,5205901
93173,GO,CORUMBÁ DE GOIÁS,0,5205802
93254,GO,CRISTALINA,0,5206206
93270,GO,CRISTIANÓPOLIS,0,5206305
93297,GO,CRIXÁS,0,5206404
93319,GO,CROMÍNIA,0,5206503
93335,GO,CUMARI,0,5206602
93157,GO,CÓRREGO DO OURO,0,5205703
93351,GO,DAMIANÓPOLIS,0,5206701
93378,GO,DAMOLÂNDIA,0,5206800
93394,GO,DAVINÓPOLIS,0,5206909
93432,GO,DIORAMA,0,5207105
93092,GO,DIVINÓPOLIS DE GOIÁS,0,5208301
96750,GO,DOVERLÂNDIA,0,5207253
92207,GO,EDEALINA,0,5207352
93491,GO,EDÉIA,0,5207402
93513,GO,ESTRELA DO NORTE,0,5207501
92223,GO,FAINA,0,5207535
93530,GO,FAZENDA NOVA,0,5207600
93572,GO,FIRMINÓPOLIS,0,5207808
93599,GO,FLORES DE GOIÁS,0,5207907
93610,GO,FORMOSA,0,5208004
93637,GO,FORMOSO,0,5208103
93564,GO,GAMELEIRA DE GOIÁS,0,5208152
93696,GO,GOIANDIRA,0,5208509
93750,GO,GOIANIRA,0,5208806
93670,GO,GOIANÁPOLIS,0,5208400
93718,GO,GOIANÉSIA,0,5208608
93793,GO,GOIATUBA,0,5209101
93777,GO,GOIÁS,0,5208905
93734,GO,GOIÂNIA,1,5208707
92266,GO,GOUVELÂNDIA,0,5209150
93815,GO,GUAPÓ,0,5209200
93831,GO,GUARANI DE GOIÁS,0,5209408
93149,GO,GUARAÍTA,0,5209291
92860,GO,GUARINOS,0,5209457
93874,GO,HEITORAÍ,0,5209606
93912,GO,HIDROLINA,0,5209804
93890,GO,HIDROLÂNDIA,0,5209705
93939,GO,IACIARA,0,5209903
93165,GO,INACIOLÂNDIA,0,5209937
96814,GO,INDIARA,0,5209952
93955,GO,INHUMAS,0,5210000
93971,GO,IPAMERI,0,5210109
93548,GO,IPIRANGA DE GOIÁS,0,5210158
93998,GO,IPORÁ,0,5210208
94013,GO,ISRAELÂNDIA,0,5210307
94030,GO,ITABERAÍ,0,5210406
92282,GO,ITAGUARI,0,5210562
94072,GO,ITAGUARU,0,5210604
94110,GO,ITAJÁ,0,5210802
94137,GO,ITAPACI,0,5210901
94153,GO,ITAPIRAPUÃ,0,5211008
94196,GO,ITAPURANGA,0,5211206
94218,GO,ITARUMÃ,0,5211305
94234,GO,ITAUÇU,0,5211404
94250,GO,ITUMBIARA,0,5211503
94277,GO,IVOLÂNDIA,0,5211602
94293,GO,JANDAIA,0,5211701
94315,GO,JARAGUÁ,0,5211800
94331,GO,JATAÍ,0,5211909
94358,GO,JAUPACI,0,5212006
92983,GO,JESÚPOLIS,0,5212055
94374,GO,JOVIÂNIA,0,5212105
94390,GO,JUSSARA,0,5212204
93602,GO,LAGOA SANTA,0,5212253
94439,GO,LEOPOLDO DE BULHÕES,0,5212303
94455,GO,LUZIÂNIA,0,5212501
94471,GO,MAIRIPOTABA,0,5212600
94498,GO,MAMBAÍ,0,5212709
94510,GO,MARA ROSA,0,5212808
94536,GO,MARZAGÃO,0,5212907
92320,GO,MATRINCHÃ,0,5212956
94579,GO,MAURILÂNDIA,0,5213004
92347,GO,MIMOSO DE GOIÁS,0,5213053
96474,GO,MINAÇU,0,5213087
94595,GO,MINEIROS,0,5213103
94650,GO,MOIPORÁ,0,5213400
94676,GO,MONTE ALEGRE DE GOIÁS,0,5213509
94714,GO,MONTES CLAROS DE GOIÁS,0,5213707
92363,GO,MONTIVIDIU,0,5213756
93181,GO,MONTIVIDIU DO NORTE,0,5213772
94730,GO,MORRINHOS,0,5213806
92169,GO,MORRO AGUDO DE GOIÁS,0,5213855
94757,GO,MOSSÂMEDES,0,5213905
94773,GO,MOZARLÂNDIA,0,5214002
96512,GO,MUNDO NOVO,0,5214051
94790,GO,MUTUNÓPOLIS,0,5214101
94854,GO,NAZÁRIO,0,5214408
94870,GO,NERÓPOLIS,0,5214507
94897,GO,NIQUELÂNDIA,0,5214606
94919,GO,NOVA AMÉRICA,0,5214705
94935,GO,NOVA AURORA,0,5214804
96539,GO,NOVA CRIXÁS,0,5214838
96555,GO,NOVA GLÓRIA,0,5214861
93084,GO,NOVA IGUAÇU DE GOIÁS,0,5214879
94951,GO,NOVA ROMA,0,5214903
94978,GO,NOVA VENEZA,0,5215009
95010,GO,NOVO BRASIL,0,5215207
93327,GO,NOVO GAMA,0,5215231
92444,GO,NOVO PLANALTO,0,5215256
95036,GO,ORIZONA,0,5215306
95052,GO,OURO VERDE DE GOIÁS,0,5215405
95079,GO,OUVIDOR,0,5215504
95095,GO,PADRE BERNARDO,0,5215603
92460,GO,PALESTINA DE GOIÁS,0,5215652
95117,GO,PALMEIRAS DE GOIÁS,0,5215702
95133,GO,PALMELO,0,5215801
95150,GO,PALMINÓPOLIS,0,5215900
95176,GO,PANAMÁ,0,5216007
94552,GO,PARANAIGUARA,0,5216304
95230,GO,PARAÚNA,0,5216403
93068,GO,PEROLÂNDIA,0,5216452
95311,GO,PETROLINA DE GOIÁS,0,5216809
95354,GO,PILAR DE GOIÁS,0,5216908
95397,GO,PIRACANJUBA,0,5217104
95419,GO,PIRANHAS,0,5217203
95435,GO,PIRENÓPOLIS,0,5217302
95451,GO,PIRES DO RIO,0,5217401
95958,GO,PLANALTINA,0,5217609
95494,GO,PONTALINA,0,5217708
95559,GO,PORANGATU,0,5218003
93424,GO,PORTEIRÃO,0,5218052
95575,GO,PORTELÂNDIA,0,5218102
95613,GO,POSSE,0,5218300
93041,GO,PROFESSOR JAMIL,0,5218391
95630,GO,QUIRINÓPOLIS,0,5218508
95656,GO,RIALMA,0,5218607
95672,GO,RIANÁPOLIS,0,5218706
92827,GO,RIO QUENTE,0,5218789
95710,GO,RIO VERDE,0,5218805
95737,GO,RUBIATABA,0,5218904
95753,GO,SANCLERLÂNDIA,0,5219001
95770,GO,SANTA BÁRBARA DE GOIÁS,0,5219100
95796,GO,SANTA CRUZ DE GOIÁS,0,5219209
92568,GO,SANTA FÉ DE GOIÁS,0,5219258
95818,GO,SANTA HELENA DE GOIÁS,0,5219308
96890,GO,SANTA ISABEL,0,5219357
95834,GO,SANTA RITA DO ARAGUAIA,0,5219407
93440,GO,SANTA RITA DO NOVO DESTINO,0,5219456
95850,GO,SANTA ROSA DE GOIÁS,0,5219506
95877,GO,SANTA TEREZA DE GOIÁS,0,5219605
95893,GO,SANTA TEREZINHA DE GOIÁS,0,5219704
93203,GO,SANTO ANTÔNIO DA BARRA,0,5219712
92908,GO,SANTO ANTÔNIO DE GOIÁS,0,5219738
96776,GO,SANTO ANTÔNIO DO DESCOBERTO,0,5219753
92703,GO,SENADOR CANEDO,0,5220454
96075,GO,SERRANÓPOLIS,0,5220504
96091,GO,SILVÂNIA,0,5220603
92720,GO,SIMOLÂNDIA,0,5220686
95915,GO,SÃO DOMINGOS,0,5219803
95931,GO,SÃO FRANCISCO DE GOIÁS,0,5219902
95974,GO,SÃO JOÃO D'ALIANÇA,0,5220009
92622,GO,SÃO JOÃO DA PARAÚNA,0,5220058
92649,GO,SÃO LUIZ DO NORTE,0,5220157
95990,GO,SÃO LUÍS DE MONTES BELOS,0,5220108
96016,GO,SÃO MIGUEL DO ARAGUAIA,0,5220207
92665,GO,SÃO MIGUEL DO PASSA QUATRO,0,5220264
93483,GO,SÃO PATRÍCIO,0,5220280
96059,GO,SÃO SIMÃO,0,5220405
96113,GO,SÍTIO D'ABADIA,0,5220702
96172,GO,TAQUARAL DE GOIÁS,0,5221007
92762,GO,TERESINA DE GOIÁS,0,5221080
93220,GO,TEREZÓPOLIS DE GOIÁS,0,5221197
96253,GO,TRINDADE,0,5221403
92789,GO,TROMBAS,0,5221452
96237,GO,TRÊS RANCHOS,0,5221304
92800,GO,TURVELÂNDIA,0,5221551
96318,GO,TURVÂNIA,0,5221502
93246,GO,UIRAPURU,0,5221577
96350,GO,URUANA,0,5221700
96334,GO,URUAÇU,0,5221601
96377,GO,URUTAÍ,0,5221809
93300,GO,VALPARAÍSO DE GOIÁS,0,5221858
96393,GO,VARJÃO,0,5221908
96415,GO,VIANÓPOLIS,0,5222005
96571,GO,VICENTINÓPOLIS,0,5222054
93289,GO,VILA BOA,0,5222203
93505,GO,VILA PROPÍCIO,0,5222302
96938,GO,ÁGUA FRIA DE GOIÁS,0,5200175
92037,GO,ÁGUA LIMPA,0,5200209
93343,GO,ÁGUAS LINDAS DE GOIÁS,0,5200258
7013,MA,AFONSO CUNHA,0,2100105
7030,MA,ALCÂNTARA,0,2100204
7056,MA,ALDEIAS ALTAS,0,2100303
7072,MA,ALTAMIRA DO MARANHÃO,0,2100402
7021,MA,ALTO ALEGRE DO MARANHÃO,0,2100436
7048,MA,ALTO ALEGRE DO PINDARÉ,0,2100477
7099,MA,ALTO PARNAÍBA,0,2100501
7080,MA,AMAPÁ DO MARANHÃO,0,2100550
7110,MA,AMARANTE DO MARANHÃO,0,2100600
7137,MA,ANAJATUBA,0,2100709
7153,MA,ANAPURUS,0,2100808
7064,MA,APICUM-AÇU,0,2100832
7102,MA,ARAGUANÃ,0,2100873
7170,MA,ARAIOSES,0,2100907
9679,MA,ARAME,0,2100956
7196,MA,ARARI,0,2101004
7218,MA,AXIXÁ,0,2101103
9610,MA,AÇAILÂNDIA,0,2100055
7234,MA,BACABAL,0,2101202
7129,MA,BACABEIRA,0,2101251
7250,MA,BACURI,0,2101301
7145,MA,BACURITUBA,0,2101350
7277,MA,BALSAS,0,2101400
7315,MA,BARRA DO CORDA,0,2101608
7331,MA,BARREIRINHAS,0,2101707
7293,MA,BARÃO DE GRAJAÚ,0,2101509
7188,MA,BELA VISTA DO MARANHÃO,0,2101772
7161,MA,BELÁGUA,0,2101731
7358,MA,BENEDITO LEITE,0,2101806
7374,MA,BEQUIMÃO,0,2101905
7200,MA,BERNARDO DO MEARIM,0,2101939
7323,MA,BOA VISTA DO GURUPI,0,2101970
9555,MA,BOM JARDIM,0,2102002
7269,MA,BOM JESUS DAS SELVAS,0,2102036
7285,MA,BOM LUGAR,0,2102077
7390,MA,BREJO,0,2102101
7307,MA,BREJO DE AREIA,0,2102150
7412,MA,BURITI,0,2102200
7439,MA,BURITI BRAVO,0,2102309
7340,MA,BURITICUPU,0,2102325
7366,MA,BURITIRANA,0,2102358
7226,MA,CACHOEIRA GRANDE,0,2102374
7455,MA,CAJAPIÓ,0,2102408
7471,MA,CAJARI,0,2102507
7382,MA,CAMPESTRE DO MARANHÃO,0,2102556
7510,MA,CANTANHEDE,0,2102705
7404,MA,CAPINZAL DO NORTE,0,2102754
7536,MA,CAROLINA,0,2102804
7552,MA,CARUTAPERA,0,2102903
7579,MA,CAXIAS,0,2103000
7595,MA,CEDRAL,0,2103109
7420,MA,CENTRAL DO MARANHÃO,0,2103125
7447,MA,CENTRO DO GUILHERME,0,2103158
7463,MA,CENTRO NOVO DO MARANHÃO,0,2103174
7617,MA,CHAPADINHA,0,2103208
7480,MA,CIDELÂNDIA,0,2103257
7633,MA,CODÓ,0,2103307
7650,MA,COELHO NETO,0,2103406
7676,MA,COLINAS,0,2103505
7501,MA,CONCEIÇÃO DO LAGO-AÇU,0,2103554
7692,MA,COROATÁ,0,2103604
7714,MA,CURURUPU,0,2103703
7498,MA,CÂNDIDO MENDES,0,2102606
7242,MA,DAVINÓPOLIS,0,2103752
7730,MA,DOM PEDRO,0,2103802
7757,MA,DUQUE BACELAR,0,2103901
7773,MA,ESPERANTINÓPOLIS,0,2104008
9636,MA,ESTREITO,0,2104057
7528,MA,FEIRA NOVA DO MARANHÃO,0,2104073
7544,MA,FERNANDO FALCÃO,0,2104081
7560,MA,FORMOSA DA SERRA NEGRA,0,2104099
7790,MA,FORTALEZA DOS NOGUEIRAS,0,2104107
7811,MA,FORTUNA,0,2104206
7838,MA,GODOFREDO VIANA,0,2104305
7854,MA,GONÇALVES DIAS,0,2104404
7870,MA,GOVERNADOR ARCHER,0,2104503
7609,MA,GOVERNADOR EDISON LOBÃO,0,2104552
7897,MA,GOVERNADOR EUGÊNIO BARROS,0,2104602
7625,MA,GOVERNADOR LUIZ ROCHA,0,2104628
7641,MA,GOVERNADOR NEWTON BELLO,0,2104651
7668,MA,GOVERNADOR NUNES FREIRE,0,2104677
7935,MA,GRAJAÚ,0,2104800
7919,MA,GRAÇA ARANHA,0,2104701
7951,MA,GUIMARÃES,0,2104909
7978,MA,HUMBERTO DE CAMPOS,0,2105005
7994,MA,ICATU,0,2105104
7684,MA,IGARAPÉ DO MEIO,0,2105153
8010,MA,IGARAPÉ GRANDE,0,2105203
8036,MA,IMPERATRIZ,0,2105302
7706,MA,ITAIPAVA DO GRAJAÚ,0,2105351
8079,MA,ITAPECURU MIRIM,0,2105401
7722,MA,ITINGA DO MARANHÃO,0,2105427
7749,MA,JATOBÁ,0,2105450
7765,MA,JENIPAPO DOS VIEIRAS,0,2105476
8117,MA,JOSELÂNDIA,0,2105609
8095,MA,JOÃO LISBOA,0,2105500
7781,MA,JUNCO DO MARANHÃO,0,2105658
8133,MA,LAGO DA PEDRA,0,2105708
8150,MA,LAGO DO JUNCO,0,2105807
7803,MA,LAGO DOS RODRIGUES,0,2105948
8176,MA,LAGO VERDE,0,2105906
7820,MA,LAGOA DO MATO,0,2105922
7846,MA,LAGOA GRANDE DO MARANHÃO,0,2105963
7862,MA,LAJEADO NOVO,0,2105989
8192,MA,LIMA CAMPOS,0,2106003
8214,MA,LORETO,0,2106102
8230,MA,LUÍS DOMINGUES,0,2106201
8257,MA,MAGALHÃES DE ALMEIDA,0,2106300
7889,MA,MARACAÇUMÉ,0,2106326
7900,MA,MARAJÁ DO SENA,0,2106359
7927,MA,MARANHÃOZINHO,0,2106375
8273,MA,MATA ROMA,0,2106409
8290,MA,MATINHA,0,2106508
